model,model,a,b,category_a,category_b,same_category,raw_similarity,model_centered_similarity,category_centered_similarity,group_centered_similarity,zscore_similarity,min_centered_similarity,label
deepseek7b,deepseek7b,concise,en_zh_word,style,translation,False,0.876388,0.250155,0.074706,0.250155,-0.018715,0.074706,ordinary
deepseek7b,deepseek7b,concise,existential_no,style,negation,False,0.804672,-0.112278,0.005316,-0.112278,0.051446,-0.112278,ordinary
deepseek7b,deepseek7b,concise,formal,style,style,True,0.890889,0.183683,-0.223269,0.183683,-0.001412,-0.223269,ordinary
deepseek7b,deepseek7b,concise,future_will,style,tense,False,0.820706,0.050614,-0.054993,0.050614,-0.077730,-0.054993,ordinary
deepseek7b,deepseek7b,concise,get_passive,style,passive,False,0.817331,-0.267486,0.109738,-0.267486,-0.220473,-0.267486,ordinary
deepseek7b,deepseek7b,concise,he_coref,style,coreference,False,0.865039,0.206774,-0.055185,0.206774,0.159492,-0.055185,ordinary
deepseek7b,deepseek7b,concise,inference,style,logical,False,0.804099,-0.111860,0.099546,-0.111860,0.045093,-0.111860,ordinary
deepseek7b,deepseek7b,concise,it_coref,style,coreference,False,0.831227,0.243389,-0.020723,0.243389,0.189583,-0.020723,ordinary
deepseek7b,deepseek7b,concise,lexical_not_adj,style,negation,False,0.831510,-0.148546,-0.003195,-0.148546,-0.001404,-0.148546,ordinary
deepseek7b,deepseek7b,concise,long_passive,style,passive,False,0.793290,-0.094851,-0.166999,-0.094851,-0.190331,-0.166999,ordinary
deepseek7b,deepseek7b,concise,morphological_neg,style,negation,False,0.833436,-0.046098,0.241527,-0.046098,0.167380,-0.046098,ordinary
deepseek7b,deepseek7b,concise,negated_condition,style,logical,False,0.879083,0.116521,-0.103740,0.116521,-0.099786,-0.103740,ordinary
deepseek7b,deepseek7b,concise,nested_condition,style,logical,False,0.753162,-0.142893,-0.261594,-0.142893,-0.203590,-0.261594,ordinary
deepseek7b,deepseek7b,concise,nested_contrast,style,logical,False,0.764254,-0.138403,-0.275614,-0.138403,-0.098552,-0.275614,ordinary
deepseek7b,deepseek7b,concise,nested_passive,style,passive,False,0.793151,-0.123433,-0.219350,-0.123433,-0.157238,-0.219350,ordinary
deepseek7b,deepseek7b,concise,never,style,negation,False,0.823807,-0.252929,-0.166986,-0.252929,-0.028469,-0.252929,ordinary
deepseek7b,deepseek7b,concise,no_agent,style,passive,False,0.790583,0.045795,0.209616,0.045795,0.101598,0.045795,ordinary
deepseek7b,deepseek7b,concise,past_simple,style,tense,False,0.859464,0.183245,0.095505,0.183245,0.101427,0.095505,ordinary
deepseek7b,deepseek7b,concise,perfect,style,tense,False,0.826644,-0.001354,-0.210750,-0.001354,-0.233703,-0.210750,ordinary
deepseek7b,deepseek7b,concise,poetic,style,style,True,0.861492,0.086144,-0.274393,0.086144,0.004750,-0.274393,ordinary
deepseek7b,deepseek7b,concise,possessive_chain,style,recursive,False,0.767801,-0.345152,-0.066322,-0.345152,-0.239353,-0.345152,ordinary
deepseek7b,deepseek7b,concise,pp_chain,style,recursive,False,0.706216,-0.405113,-0.171041,-0.405113,-0.301162,-0.405113,ordinary
deepseek7b,deepseek7b,concise,progressive,style,tense,False,0.855256,0.120328,0.056924,0.120328,-0.160455,0.056924,ordinary
deepseek7b,deepseek7b,concise,relative_clause,style,recursive,False,0.829673,-0.281577,0.263566,-0.281577,-0.230405,-0.281577,ordinary
deepseek7b,deepseek7b,concise,scope_quantifier,style,negation,False,0.831253,-0.201445,-0.061986,-0.201445,-0.124703,-0.201445,ordinary
deepseek7b,deepseek7b,concise,she_coref,style,coreference,False,0.881689,0.200129,-0.133566,0.200129,0.010067,-0.133566,ordinary
deepseek7b,deepseek7b,concise,syntactic_do_not,style,negation,False,0.806408,-0.214013,-0.044956,-0.214013,-0.305492,-0.214013,ordinary
deepseek7b,deepseek7b,concise,target_language_switch,style,translation,False,0.895276,0.346154,0.063864,0.346154,0.290396,0.063864,ordinary
deepseek7b,deepseek7b,concise,they_coref,style,coreference,False,0.869020,0.280267,0.232165,0.280267,0.059862,0.232165,ordinary
deepseek7b,deepseek7b,conditional,contrast,logical,logical,True,0.938619,0.526972,0.343358,0.526972,0.402189,0.343358,residual_stable_reuse_candidate
deepseek7b,deepseek7b,conditional,dative_passive,logical,passive,False,0.924676,0.295190,0.304783,0.295190,-0.232783,0.295190,ordinary
deepseek7b,deepseek7b,conditional,deep_complement,logical,recursive,False,0.877842,-0.259014,0.078225,-0.259014,-0.163950,-0.259014,ordinary
deepseek7b,deepseek7b,conditional,deictic_switch,logical,coreference,False,0.901479,0.133986,0.152336,0.133986,0.364337,0.133986,ordinary
deepseek7b,deepseek7b,conditional,double_relative,logical,recursive,False,0.817206,-0.471415,-0.252515,-0.471415,-0.421895,-0.471415,ordinary
deepseek7b,deepseek7b,conditional,en_fr_phrase,logical,translation,False,0.881999,-0.108719,0.111913,-0.108719,-0.031307,-0.108719,ordinary
deepseek7b,deepseek7b,conditional,en_fr_word,logical,translation,False,0.867587,-0.211568,-0.202256,-0.211568,0.019372,-0.211568,ordinary
deepseek7b,deepseek7b,conditional,en_zh_phrase,logical,translation,False,0.881522,0.002304,0.238533,0.002304,0.243010,0.002304,ordinary
deepseek7b,deepseek7b,conditional,en_zh_word,logical,translation,False,0.843880,-0.266237,-0.264790,-0.266237,-0.292509,-0.266237,ordinary
deepseek7b,deepseek7b,conditional,existential_no,logical,negation,False,0.931746,0.500256,0.317181,0.500256,0.204603,0.317181,residual_stable_reuse_candidate
deepseek7b,deepseek7b,conditional,formal,logical,style,False,0.875636,-0.427321,-0.167391,-0.427321,-0.161830,-0.427321,ordinary
deepseek7b,deepseek7b,conditional,future_will,logical,tense,False,0.811860,-0.271235,-0.033886,-0.271235,-0.190939,-0.271235,ordinary
deepseek7b,deepseek7b,conditional,get_passive,logical,passive,False,0.916216,0.211427,0.359222,0.211427,-0.291822,0.211427,ordinary
deepseek7b,deepseek7b,conditional,he_coref,logical,coreference,False,0.863833,-0.053781,-0.098324,-0.053781,0.256078,-0.098324,ordinary
deepseek7b,deepseek7b,conditional,inference,logical,logical,True,0.943760,0.591571,0.484637,0.591571,0.422212,0.484637,residual_stable_reuse_candidate
deepseek7b,deepseek7b,conditional,it_coref,logical,coreference,False,0.794161,-0.136583,-0.005427,-0.136583,-0.054394,-0.136583,ordinary
deepseek7b,deepseek7b,conditional,lexical_not_adj,logical,negation,False,0.935340,0.401846,-0.058898,0.401846,0.077228,-0.058898,category_curve_artifact_candidate
deepseek7b,deepseek7b,conditional,long_passive,logical,passive,False,0.786273,-0.446978,-0.517186,-0.446978,-0.337014,-0.517186,ordinary
deepseek7b,deepseek7b,conditional,morphological_neg,logical,negation,False,0.950455,0.584510,0.283703,0.584510,0.253716,0.283703,residual_stable_reuse_candidate
deepseek7b,deepseek7b,conditional,negated_condition,logical,logical,True,0.863945,-0.455926,-0.393836,-0.455926,-0.337068,-0.455926,ordinary
deepseek7b,deepseek7b,conditional,nested_condition,logical,logical,True,0.753284,-0.425792,-0.633932,-0.425792,-0.323285,-0.633932,ordinary
deepseek7b,deepseek7b,conditional,nested_contrast,logical,logical,True,0.751691,-0.509154,-0.625441,-0.509154,-0.379573,-0.625441,ordinary
deepseek7b,deepseek7b,conditional,nested_passive,logical,passive,False,0.791231,-0.456807,-0.444879,-0.456807,-0.329062,-0.456807,ordinary
deepseek7b,deepseek7b,conditional,never,logical,negation,False,0.933934,0.361716,-0.170757,0.361716,0.159088,-0.170757,category_curve_artifact_candidate
deepseek7b,deepseek7b,conditional,no_agent,logical,passive,False,0.847955,0.160963,0.215616,0.160963,0.207079,0.160963,ordinary
deepseek7b,deepseek7b,conditional,past_simple,logical,tense,False,0.870556,0.014560,0.277382,0.014560,0.297091,0.014560,ordinary
deepseek7b,deepseek7b,conditional,perfect,logical,tense,False,0.832147,-0.264261,0.033745,-0.264261,-0.226900,-0.264261,ordinary
deepseek7b,deepseek7b,conditional,poetic,logical,style,False,0.866995,-0.203180,-0.038779,-0.203180,0.153695,-0.203180,ordinary
deepseek7b,deepseek7b,conditional,possessive_chain,logical,recursive,False,0.883550,0.124661,0.285477,0.124661,-0.170215,0.124661,ordinary
deepseek7b,deepseek7b,conditional,pp_chain,logical,recursive,False,0.837136,0.037658,0.011015,0.037658,-0.230360,0.011015,ordinary
deepseek7b,deepseek7b,conditional,progressive,logical,tense,False,0.816430,-0.483059,-0.282216,-0.483059,-0.404143,-0.483059,ordinary
deepseek7b,deepseek7b,conditional,relative_clause,logical,recursive,False,0.941389,0.401784,0.495190,0.401784,-0.144096,0.401784,residual_stable_reuse_candidate
deepseek7b,deepseek7b,conditional,scope_quantifier,logical,negation,False,0.902916,0.051177,-0.426891,0.051177,-0.117735,-0.426891,model_curve_artifact_candidate
deepseek7b,deepseek7b,conditional,she_coref,logical,coreference,False,0.890566,-0.041746,0.026357,-0.041746,0.136762,-0.041746,ordinary
deepseek7b,deepseek7b,conditional,syntactic_do_not,logical,negation,False,0.913457,0.279515,-0.029114,0.279515,0.018807,-0.029114,category_curve_artifact_candidate
deepseek7b,deepseek7b,conditional,target_language_switch,logical,translation,False,0.886258,0.026809,0.139909,0.026809,0.245524,0.026809,ordinary
deepseek7b,deepseek7b,conditional,they_coref,logical,coreference,False,0.841150,-0.124679,-0.035756,-0.124679,-0.156312,-0.124679,ordinary
deepseek7b,deepseek7b,contrast,dative_passive,logical,passive,False,0.905059,0.190880,-0.045901,0.190880,-0.154654,-0.045901,category_curve_artifact_candidate
deepseek7b,deepseek7b,contrast,deep_complement,logical,recursive,False,0.875158,-0.165803,0.102883,-0.165803,-0.023975,-0.165803,ordinary
deepseek7b,deepseek7b,contrast,deictic_switch,logical,coreference,False,0.873336,-0.021724,0.069513,-0.021724,0.043226,-0.021724,ordinary
deepseek7b,deepseek7b,contrast,double_relative,logical,recursive,False,0.842894,-0.168090,0.057853,-0.168090,-0.237719,-0.168090,ordinary
deepseek7b,deepseek7b,contrast,en_fr_phrase,logical,translation,False,0.860737,-0.196623,0.119517,-0.196623,0.014234,-0.196623,ordinary
deepseek7b,deepseek7b,contrast,en_fr_word,logical,translation,False,0.847021,-0.282911,-0.146620,-0.282911,-0.187027,-0.282911,ordinary
deepseek7b,deepseek7b,contrast,en_zh_phrase,logical,translation,False,0.851081,-0.154941,0.068320,-0.154941,0.048917,-0.154941,ordinary
deepseek7b,deepseek7b,contrast,en_zh_word,logical,translation,False,0.816842,-0.371762,-0.294349,-0.371762,-0.246288,-0.371762,ordinary
deepseek7b,deepseek7b,contrast,existential_no,logical,negation,False,0.915138,0.418399,0.157897,0.418399,0.316401,0.157897,ordinary
deepseek7b,deepseek7b,contrast,formal,logical,style,False,0.855484,-0.504422,-0.223191,-0.504422,-0.373644,-0.504422,ordinary
deepseek7b,deepseek7b,contrast,future_will,logical,tense,False,0.792938,-0.305540,-0.118764,-0.305540,-0.167123,-0.305540,ordinary
deepseek7b,deepseek7b,contrast,get_passive,logical,passive,False,0.904668,0.183864,0.101475,0.183864,-0.045042,0.101475,ordinary
deepseek7b,deepseek7b,contrast,he_coref,logical,coreference,False,0.849647,-0.077919,-0.002345,-0.077919,0.156314,-0.077919,ordinary
deepseek7b,deepseek7b,contrast,inference,logical,logical,True,0.899771,0.315663,0.146873,0.315663,0.138446,0.146873,ordinary
deepseek7b,deepseek7b,contrast,it_coref,logical,coreference,False,0.744073,-0.341239,-0.201771,-0.341239,-0.237625,-0.341239,ordinary
deepseek7b,deepseek7b,contrast,lexical_not_adj,logical,negation,False,0.953574,0.616808,0.238914,0.616808,0.438113,0.238914,residual_stable_reuse_candidate
deepseek7b,deepseek7b,contrast,long_passive,logical,passive,False,0.822320,-0.119283,-0.220465,-0.119283,-0.018483,-0.220465,ordinary
deepseek7b,deepseek7b,contrast,morphological_neg,logical,negation,False,0.929723,0.458667,0.058563,0.458667,0.247371,0.058563,ordinary
deepseek7b,deepseek7b,contrast,negated_condition,logical,logical,True,0.824738,-0.714382,-0.611239,-0.714382,-0.662888,-0.714382,ordinary
deepseek7b,deepseek7b,contrast,nested_condition,logical,logical,True,0.766595,-0.262545,-0.409372,-0.262545,-0.267319,-0.409372,ordinary
deepseek7b,deepseek7b,contrast,nested_contrast,logical,logical,True,0.717817,-0.606774,-0.702488,-0.606774,-0.604613,-0.702488,ordinary
deepseek7b,deepseek7b,contrast,nested_passive,logical,passive,False,0.748307,-0.634768,-0.781857,-0.634768,-0.594835,-0.781857,ordinary
deepseek7b,deepseek7b,contrast,never,logical,negation,False,0.944995,0.528063,0.105350,0.528063,0.464463,0.105350,ordinary
deepseek7b,deepseek7b,contrast,no_agent,logical,passive,False,0.928688,0.646448,0.676059,0.646448,0.586583,0.646448,residual_stable_reuse_candidate
deepseek7b,deepseek7b,contrast,past_simple,logical,tense,False,0.843237,-0.107135,0.107104,-0.107135,0.039009,-0.107135,ordinary
deepseek7b,deepseek7b,contrast,perfect,logical,tense,False,0.819449,-0.261214,0.035043,-0.261214,-0.136523,-0.261214,ordinary
deepseek7b,deepseek7b,contrast,poetic,logical,style,False,0.873700,-0.045684,0.202526,-0.045684,0.164809,-0.045684,ordinary
deepseek7b,deepseek7b,contrast,possessive_chain,logical,recursive,False,0.860974,0.029011,0.055742,0.029011,-0.242217,0.029011,ordinary
deepseek7b,deepseek7b,contrast,pp_chain,logical,recursive,False,0.831125,0.059020,0.012422,0.059020,-0.130246,0.012422,ordinary
deepseek7b,deepseek7b,contrast,progressive,logical,tense,False,0.823454,-0.317242,-0.050148,-0.317242,-0.148848,-0.317242,ordinary
deepseek7b,deepseek7b,contrast,relative_clause,logical,recursive,False,0.927345,0.333539,0.366131,0.333539,0.076745,0.333539,ordinary
deepseek7b,deepseek7b,contrast,scope_quantifier,logical,negation,False,0.906912,0.177712,-0.253826,0.177712,-0.044403,-0.253826,category_curve_artifact_candidate
deepseek7b,deepseek7b,contrast,she_coref,logical,coreference,False,0.875703,-0.079496,0.132796,-0.079496,0.165637,-0.079496,ordinary
deepseek7b,deepseek7b,contrast,syntactic_do_not,logical,negation,False,0.884305,0.112790,-0.313613,0.112790,-0.152642,-0.313613,ordinary
deepseek7b,deepseek7b,contrast,target_language_switch,logical,translation,False,0.873197,0.002519,0.232920,0.002519,0.175567,0.002519,ordinary
deepseek7b,deepseek7b,contrast,they_coref,logical,coreference,False,0.834372,-0.092219,0.131764,-0.092219,-0.010873,-0.092219,ordinary
deepseek7b,deepseek7b,dative_passive,deep_complement,passive,recursive,False,0.887101,-0.329726,-0.340228,-0.329726,0.085889,-0.340228,ordinary
deepseek7b,deepseek7b,dative_passive,deictic_switch,passive,coreference,False,0.855415,-0.429141,0.146439,-0.429141,-0.247495,-0.429141,ordinary
deepseek7b,deepseek7b,dative_passive,double_relative,passive,recursive,False,0.860710,-0.249412,-0.437277,-0.249412,0.128366,-0.437277,ordinary
deepseek7b,deepseek7b,dative_passive,en_fr_phrase,passive,translation,False,0.863002,-0.457360,0.011436,-0.457360,-0.257404,-0.457360,ordinary
deepseek7b,deepseek7b,dative_passive,en_fr_word,passive,translation,False,0.857948,-0.466657,0.053207,-0.466657,-0.330006,-0.466657,ordinary
deepseek7b,deepseek7b,dative_passive,en_zh_phrase,passive,translation,False,0.840722,-0.502359,-0.014352,-0.502359,-0.406469,-0.502359,ordinary
deepseek7b,deepseek7b,dative_passive,en_zh_word,passive,translation,False,0.849901,-0.358670,-0.036321,-0.358670,-0.173504,-0.358670,ordinary
deepseek7b,deepseek7b,dative_passive,existential_no,passive,negation,False,0.901652,0.206692,0.084660,0.206692,-0.195246,0.084660,ordinary
deepseek7b,deepseek7b,dative_passive,formal,passive,style,False,0.896229,-0.371560,0.064160,-0.371560,-0.005315,-0.371560,ordinary
deepseek7b,deepseek7b,dative_passive,future_will,passive,tense,False,0.850945,-0.099803,0.052686,-0.099803,0.135859,-0.099803,ordinary
deepseek7b,deepseek7b,dative_passive,get_passive,passive,passive,True,0.946138,0.424145,0.206347,0.424145,0.170039,0.206347,residual_stable_reuse_candidate
deepseek7b,deepseek7b,dative_passive,he_coref,passive,coreference,False,0.834736,-0.423741,0.030378,-0.423741,-0.362850,-0.423741,ordinary
deepseek7b,deepseek7b,dative_passive,inference,passive,logical,False,0.898011,0.180363,0.162736,0.180363,-0.246933,0.162736,ordinary
deepseek7b,deepseek7b,dative_passive,it_coref,passive,coreference,False,0.790590,-0.259328,-0.026379,-0.259328,-0.095742,-0.259328,ordinary
deepseek7b,deepseek7b,dative_passive,lexical_not_adj,passive,negation,False,0.934815,0.315271,-0.206215,0.315271,0.040536,-0.206215,category_curve_artifact_candidate
deepseek7b,deepseek7b,dative_passive,long_passive,passive,passive,True,0.849710,-0.109413,-0.464682,-0.109413,0.243731,-0.464682,ordinary
deepseek7b,deepseek7b,dative_passive,morphological_neg,passive,negation,False,0.926307,0.311849,0.191635,0.311849,-0.008099,0.191635,ordinary
deepseek7b,deepseek7b,dative_passive,negated_condition,passive,logical,False,0.894784,-0.286724,-0.266172,-0.286724,0.103759,-0.286724,ordinary
deepseek7b,deepseek7b,dative_passive,nested_condition,passive,logical,False,0.829691,-0.047025,-0.369944,-0.047025,0.263418,-0.369944,ordinary
deepseek7b,deepseek7b,dative_passive,nested_contrast,passive,logical,False,0.855076,0.066663,-0.146286,0.066663,0.348525,-0.146286,ordinary
deepseek7b,deepseek7b,dative_passive,nested_passive,passive,passive,True,0.859090,-0.074742,-0.264082,-0.074742,0.223972,-0.264082,ordinary
deepseek7b,deepseek7b,dative_passive,never,passive,negation,False,0.960251,0.560163,0.179830,0.560163,0.148412,0.179830,ordinary
deepseek7b,deepseek7b,dative_passive,no_agent,passive,passive,True,0.822831,-0.069626,-0.259071,-0.069626,-0.201441,-0.259071,ordinary
deepseek7b,deepseek7b,dative_passive,past_simple,passive,tense,False,0.841933,-0.337397,-0.024721,-0.337397,-0.238808,-0.337397,ordinary
deepseek7b,deepseek7b,dative_passive,perfect,passive,tense,False,0.865659,-0.118470,0.008218,-0.118470,0.189964,-0.118470,ordinary
deepseek7b,deepseek7b,dative_passive,poetic,passive,style,False,0.876887,-0.255180,0.148867,-0.255180,-0.130858,-0.255180,ordinary
deepseek7b,deepseek7b,dative_passive,possessive_chain,passive,recursive,False,0.934742,0.469527,0.421216,0.469527,0.321084,0.421216,residual_stable_reuse_candidate
deepseek7b,deepseek7b,dative_passive,pp_chain,passive,recursive,False,0.918217,0.520391,0.283932,0.520391,0.484914,0.283932,residual_stable_reuse_candidate
deepseek7b,deepseek7b,dative_passive,progressive,passive,tense,False,0.881940,-0.061397,-0.014610,-0.061397,0.235103,-0.061397,ordinary
deepseek7b,deepseek7b,dative_passive,relative_clause,passive,recursive,False,0.973231,0.685214,0.414662,0.685214,0.474521,0.414662,residual_stable_reuse_candidate
deepseek7b,deepseek7b,dative_passive,scope_quantifier,passive,negation,False,0.937407,0.302910,-0.261601,0.302910,0.117143,-0.261601,category_curve_artifact_candidate
deepseek7b,deepseek7b,dative_passive,she_coref,passive,coreference,False,0.854848,-0.567813,-0.137871,-0.567813,-0.395710,-0.567813,ordinary
deepseek7b,deepseek7b,dative_passive,syntactic_do_not,passive,negation,False,0.933539,0.385491,0.029819,0.385491,0.092846,0.029819,category_curve_artifact_candidate
deepseek7b,deepseek7b,dative_passive,target_language_switch,passive,translation,False,0.841744,-0.518743,-0.001462,-0.518743,-0.363046,-0.518743,ordinary
deepseek7b,deepseek7b,dative_passive,they_coref,passive,coreference,False,0.824990,-0.371140,-0.012545,-0.371140,-0.225356,-0.371140,ordinary
deepseek7b,deepseek7b,deep_complement,deictic_switch,recursive,coreference,False,0.942669,0.384205,0.079023,0.384205,0.160733,0.079023,ordinary
deepseek7b,deepseek7b,deep_complement,double_relative,recursive,recursive,True,0.939496,0.425680,0.482200,0.425680,0.215624,0.425680,residual_stable_reuse_candidate
deepseek7b,deepseek7b,deep_complement,en_fr_phrase,recursive,translation,False,0.926097,0.130902,0.062847,0.130902,-0.136551,0.062847,ordinary
deepseek7b,deepseek7b,deep_complement,en_fr_word,recursive,translation,False,0.908653,-0.040464,-0.251450,-0.040464,-0.178681,-0.251450,model_curve_artifact_candidate
deepseek7b,deepseek7b,deep_complement,en_zh_phrase,recursive,translation,False,0.896691,-0.064271,-0.033002,-0.064271,-0.226211,-0.064271,ordinary
deepseek7b,deepseek7b,deep_complement,en_zh_word,recursive,translation,False,0.891259,-0.070816,-0.199730,-0.070816,-0.050268,-0.199730,ordinary
deepseek7b,deepseek7b,deep_complement,existential_no,recursive,negation,False,0.847410,-0.358745,0.291174,-0.358745,-0.304308,-0.358745,ordinary
deepseek7b,deepseek7b,deep_complement,formal,recursive,style,False,0.953482,0.310338,-0.129074,0.310338,0.229005,-0.129074,category_curve_artifact_candidate
deepseek7b,deepseek7b,deep_complement,future_will,recursive,tense,False,0.868732,-0.035893,-0.062347,-0.035893,-0.237199,-0.062347,ordinary
deepseek7b,deepseek7b,deep_complement,get_passive,recursive,passive,False,0.882686,-0.390452,-0.111482,-0.390452,-0.109968,-0.390452,ordinary
deepseek7b,deepseek7b,deep_complement,he_coref,recursive,coreference,False,0.890400,-0.018491,-0.164674,-0.018491,-0.049487,-0.164674,ordinary
deepseek7b,deepseek7b,deep_complement,inference,recursive,logical,False,0.824564,-0.563830,-0.044680,-0.563830,-0.499192,-0.563830,ordinary
deepseek7b,deepseek7b,deep_complement,it_coref,recursive,coreference,False,0.867905,0.210959,-0.041089,0.210959,-0.131957,-0.041089,ordinary
deepseek7b,deepseek7b,deep_complement,lexical_not_adj,recursive,negation,False,0.898888,-0.174838,-0.009292,-0.174838,-0.003454,-0.174838,ordinary
deepseek7b,deepseek7b,deep_complement,long_passive,recursive,passive,False,0.915288,0.364147,0.057345,0.364147,0.430864,0.057345,ordinary
deepseek7b,deepseek7b,deep_complement,morphological_neg,recursive,negation,False,0.861640,-0.426796,0.233977,-0.426796,-0.331915,-0.426796,ordinary
deepseek7b,deepseek7b,deep_complement,negated_condition,recursive,logical,False,0.952615,0.350565,0.301372,0.350565,0.203046,0.301372,ordinary
deepseek7b,deepseek7b,deep_complement,nested_condition,recursive,logical,False,0.890970,0.340579,-0.125933,0.340579,0.444080,-0.125933,ordinary
deepseek7b,deepseek7b,deep_complement,nested_contrast,recursive,logical,False,0.877322,0.177545,-0.169240,0.177545,0.224496,-0.169240,ordinary
deepseek7b,deepseek7b,deep_complement,nested_passive,recursive,passive,False,0.894093,0.146000,-0.081925,0.146000,0.175571,-0.081925,ordinary
deepseek7b,deepseek7b,deep_complement,never,recursive,negation,False,0.881731,-0.456946,-0.282059,-0.456946,-0.160224,-0.456946,ordinary
deepseek7b,deepseek7b,deep_complement,no_agent,recursive,passive,False,0.836013,-0.046770,0.299388,-0.046770,-0.019785,-0.046770,ordinary
deepseek7b,deepseek7b,deep_complement,past_simple,recursive,tense,False,0.897251,0.067571,0.039139,0.067571,-0.141380,0.039139,ordinary
deepseek7b,deepseek7b,deep_complement,perfect,recursive,tense,False,0.896752,0.076993,-0.011064,0.076993,-0.146658,-0.011064,ordinary
deepseek7b,deepseek7b,deep_complement,poetic,recursive,style,False,0.933504,0.256127,0.075201,0.256127,0.054459,0.075201,ordinary
deepseek7b,deepseek7b,deep_complement,possessive_chain,recursive,recursive,True,0.873728,-0.140900,-0.453014,-0.140900,0.202860,-0.453014,ordinary
deepseek7b,deepseek7b,deep_complement,pp_chain,recursive,recursive,True,0.839215,-0.103790,-0.683188,-0.103790,0.232026,-0.683188,ordinary
deepseek7b,deepseek7b,deep_complement,progressive,recursive,tense,False,0.930620,0.332760,0.007846,0.332760,0.060163,0.007846,category_curve_artifact_candidate
deepseek7b,deepseek7b,deep_complement,relative_clause,recursive,recursive,True,0.893382,-0.429888,0.012383,-0.429888,-0.065052,-0.429888,ordinary
deepseek7b,deepseek7b,deep_complement,scope_quantifier,recursive,negation,False,0.889565,-0.369007,-0.102393,-0.369007,-0.110741,-0.369007,ordinary
deepseek7b,deepseek7b,deep_complement,she_coref,recursive,coreference,False,0.958398,0.504112,0.042086,0.504112,0.215033,0.042086,category_curve_artifact_candidate
deepseek7b,deepseek7b,deep_complement,syntactic_do_not,recursive,negation,False,0.849800,-0.538040,-0.214342,-0.538040,-0.348786,-0.538040,ordinary
deepseek7b,deepseek7b,deep_complement,target_language_switch,recursive,translation,False,0.933049,0.304053,0.321738,0.304053,0.203240,0.304053,ordinary
deepseek7b,deepseek7b,deep_complement,they_coref,recursive,coreference,False,0.884626,0.040544,0.131963,0.040544,-0.199366,0.040544,ordinary
deepseek7b,deepseek7b,deictic_switch,double_relative,coreference,recursive,False,0.865732,-0.129314,-0.225284,-0.129314,-0.380366,-0.225284,ordinary
deepseek7b,deepseek7b,deictic_switch,en_fr_phrase,coreference,translation,False,0.919095,0.200938,-0.292345,0.200938,-0.136536,-0.292345,category_curve_artifact_candidate
deepseek7b,deepseek7b,deictic_switch,en_fr_word,coreference,translation,False,0.921781,0.248456,-0.101179,0.248456,0.123629,-0.101179,category_curve_artifact_candidate
deepseek7b,deepseek7b,deictic_switch,en_zh_phrase,coreference,translation,False,0.925541,0.343931,0.048841,0.343931,0.204248,0.048841,category_curve_artifact_candidate
deepseek7b,deepseek7b,deictic_switch,en_zh_word,coreference,translation,False,0.906692,0.209892,-0.053869,0.209892,0.032933,-0.053869,category_curve_artifact_candidate
deepseek7b,deepseek7b,deictic_switch,existential_no,coreference,negation,False,0.852428,-0.134902,-0.169639,-0.134902,-0.063536,-0.169639,ordinary
deepseek7b,deepseek7b,deictic_switch,formal,coreference,style,False,0.949183,0.409633,0.177067,0.409633,0.326964,0.177067,ordinary
deepseek7b,deepseek7b,deictic_switch,future_will,coreference,tense,False,0.839547,-0.123301,-0.285573,-0.123301,-0.305284,-0.285573,ordinary
deepseek7b,deepseek7b,deictic_switch,get_passive,coreference,passive,False,0.840045,-0.589940,-0.445248,-0.589940,-0.429715,-0.589940,ordinary
deepseek7b,deepseek7b,deictic_switch,he_coref,coreference,coreference,True,0.927858,0.421133,0.109094,0.421133,0.271691,0.109094,ordinary
deepseek7b,deepseek7b,deictic_switch,inference,coreference,logical,False,0.852742,-0.127511,-0.199139,-0.127511,0.023875,-0.199139,ordinary
deepseek7b,deepseek7b,deictic_switch,it_coref,coreference,coreference,True,0.831601,0.053605,-0.416546,0.053605,0.021243,-0.416546,ordinary
deepseek7b,deepseek7b,deictic_switch,lexical_not_adj,coreference,negation,False,0.863447,-0.334413,0.010203,-0.334413,-0.247199,-0.334413,ordinary
deepseek7b,deepseek7b,deictic_switch,long_passive,coreference,passive,False,0.828684,-0.201522,0.102605,-0.201522,-0.287856,-0.201522,ordinary
deepseek7b,deepseek7b,deictic_switch,morphological_neg,coreference,negation,False,0.886991,0.008062,0.119505,0.008062,0.054941,0.008062,ordinary
deepseek7b,deepseek7b,deictic_switch,negated_condition,coreference,logical,False,0.938095,0.313028,-0.054779,0.313028,0.191139,-0.054779,category_curve_artifact_candidate
deepseek7b,deepseek7b,deictic_switch,nested_condition,coreference,logical,False,0.811406,-0.113714,0.044776,-0.113714,-0.094794,-0.113714,ordinary
deepseek7b,deepseek7b,deictic_switch,nested_contrast,coreference,logical,False,0.814856,-0.154437,-0.094574,-0.154437,-0.059645,-0.154437,ordinary
deepseek7b,deepseek7b,deictic_switch,nested_passive,coreference,passive,False,0.848015,-0.098392,0.101221,-0.098392,-0.044173,-0.098392,ordinary
deepseek7b,deepseek7b,deictic_switch,never,coreference,negation,False,0.872120,-0.314239,0.252760,-0.314239,-0.051962,-0.314239,ordinary
deepseek7b,deepseek7b,deictic_switch,no_agent,coreference,passive,False,0.832529,0.039915,0.152463,0.039915,0.007356,0.039915,ordinary
